A,B,C,D,E,F,G,H,I,J,K,L,M,N,Z
42,"0,562928853710001",3,20,0,2,1,1,"0,32","0,3182","0,49","0,194",3,184,187
42,"0,752431406595354",3,21,0,2,1,1,"0,32","0,3182","0,49","0,194",5,143,148
42,"0,4542225697981",3,22,0,2,1,1,"0,28","0,2727","0,56","0,1642",5,101,106
42,"0,686541070604779",3,23,0,2,1,1,"0,28","0,2727","0,61","0,2239",3,51,54
42,"0,319272248601335",3,0,0,3,1,1,"0,28","0,2576","0,65","0,2836",3,12,15
42,"0,824749712321755",3,1,0,3,1,1,"0,3","0,2727","0,61","0,2985",1,4,5
42,"0,360707223684092",3,2,0,3,1,1,"0,3","0,2879","0,56","0,2836",0,4,4
42,"0,863641904863113",3,3,0,3,1,1,"0,3","0,2727","0,56","0,3582",1,2,3
42,"0,477720787984147",3,4,0,3,1,1,"0,28","0,2576","0,61","0,3284",0,3,3
42,"0,603353490654672",3,5,0,3,1,1,"0,28","0,2576","0,56","0,2985",0,18,18
42,"0,971782286535531",3,6,0,3,1,1,"0,28","0,2576","0,61","0,3881",4,104,108
42,"0,240977024811599",3,7,0,3,1,1,"0,26","0,2273","0,65","0,3881",12,332,344
42,"0,303664259968537",3,8,0,3,1,1,"0,28","0,2576","0,61","0,2985",12,554,566
42,"0,668026461564419",3,9,0,3,1,1,"0,3","0,2727","0,61","0,3284",12,252,264
42,"0,42672747569122",3,10,0,3,1,1,"0,36","0,3333","0,5","0,2985",20,127,147
42,"0,513154732734219",3,11,0,3,1,1,"0,42","0,4242","0,38","0,2985",33,128,161
42,"0,848925589249321",3,12,0,3,1,1,"0,44","0,4394","0,38","0,3881",40,175,215
42,"0,542580495388213",3,13,0,3,1,1,"0,5","0,4848","0,34","0,4179",26,179,205
42,"0,250642748004011",3,14,0,3,1,1,"0,52","0,5","0,36","0,3284",38,137,175
42,"0,0449564477857185",3,15,0,3,1,1,"0,54","0,5152","0,37","0,4478",44,165,209
42,"0,11713483863407",3,16,0,3,1,1,"0,56","0,5303","0,37","0,4179",34,254,288
42,"0,953617191720404",3,17,0,3,1,1,"0,56","0,5303","0,43","0,4925",58,554,612
42,"0,21014440783252",3,18,0,3,1,1,"0,56","0,5303","0,4","0,4627",35,509,544
42,"0,39741012192811",3,19,0,3,1,1,"0,54","0,5152","0,42","0,3582",16,345,361
42,"0,504085579873272",3,20,0,3,1,1,"0,5","0,4848","0,51","0,2537",18,242,260
42,"0,308351219636141",3,21,0,3,1,1,"0,44","0,4394","0,62","0,2537",11,177,188
42,"0,158263205819636",3,22,0,3,1,1,"0,46","0,4545","0,59","0,2985",10,149,159
42,"0,960615622294099",3,23,0,3,1,1,"0,44","0,4394","0,62","0,3284",4,58,62
42,"0,388359870556648",3,0,0,4,1,1,"0,44","0,4394","0,62","0,3284",11,35,46
42,"0,371036422691736",3,1,0,4,1,1,"0,46","0,4545","0,63","0,3284",4,17,21
42,"0,783853128479039",3,2,0,4,1,1,"0,46","0,4545","0,63","0,3881",6,5,11
42,"0,0455777978355858",3,3,0,4,1,1,"0,46","0,4545","0,63","0,3881",0,3,3
42,"0,314292386460148",3,4,0,4,1,1,"0,44","0,4394","0,72","0,2836",0,2,2
42,"0,291520535162405",3,5,0,4,1,1,"0,42","0,4242","0,77","0,2239",1,28,29
42,"0,486022247653408",3,6,0,4,1,1,"0,42","0,4242","0,77","0,2537",4,105,109
42,"0,867358677972571",3,7,0,4,1,1,"0,42","0,4242","0,77","0,3582",8,326,334
42,"0,786428892478646",3,8,0,4,1,1,"0,44","0,4394","0,77","0,3881",12,573,585
42,"0,801884733026319",3,9,0,4,1,1,"0,46","0,4545","0,72","0,4627",19,282,301
42,"0,579511032044373",3,10,0,4,1,1,"0,5","0,4848","0,68","0,4627",19,119,138
42,"0,130738631729146",3,11,0,4,1,2,"0,54","0,5152","0,6","0,4627",48,156,204
42,"0,747647844751458",3,12,0,4,1,2,"0,56","0,5303","0,6","0,4478",27,224,251
42,"0,966019933471467",3,13,0,4,1,2,"0,6","0,6212","0,49","0,6418",35,198,233
42,"0,330518660322562",3,14,0,4,1,2,"0,62","0,6212","0,43","0,6418",48,155,203
42,"0,907652162838856",3,15,0,4,1,1,"0,64","0,6212","0,38","0,6866",24,161,185
42,"0,464321218029242",3,16,0,4,1,2,"0,62","0,6212","0,41","0,6418",37,305,342
42,"0,304727525128131",3,17,0,4,1,1,"0,62","0,6212","0,38","0,6567",52,545,597
42,"0,106545664689286",3,18,0,4,1,2,"0,62","0,6212","0,38","0,5522",45,545,590
42,"0,490568628640117",3,19,0,4,1,2,"0,6","0,6212","0,4","0,4478",21,395,416
42,"0,411738693539286",3,20,0,4,1,2,"0,6","0,6212","0,43","0,3881",20,282,302
42,"0,0442876907406852",3,21,0,4,1,1,"0,6","0,6212","0,43","0,3881",27,206,233
42,"0,848621226324269",3,22,0,4,1,1,"0,56","0,5303","0,49","0,3284",12,141,153
42,"0,609859943122305",3,23,0,4,1,2,"0,56","0,5303","0,49","0,4478",6,88,94
42,"0,576224535604555",3,0,0,5,1,2,"0,58","0,5455","0,49","0,4627",3,51,54
42,"0,432732315390452",3,1,0,5,1,3,"0,56","0,5303","0,52","0,4925",4,22,26
42,"0,867865074454827",3,2,0,5,1,3,"0,48","0,4697","0,77","0,4179",2,9,11
42,"0,883585279365651",3,3,0,5,1,1,"0,46","0,4545","0,77","0,5224",0,7,7
42,"0,807208498165544",3,4,0,5,1,3,"0,4","0,4091","0,66","0,2836",0,1,1
42,"0,43957359808913",3,5,0,5,1,3,"0,4","0,4091","0,66","0,2836",2,27,29
42,"0,584584214860213",3,6,0,5,1,2,"0,4","0,4091","0,5","0,3582",2,83,85
42,"0,897982716630288",3,7,0,5,1,2,"0,38","0,3939","0,4","0,2985",6,262,268
42,"0,585367920635544",3,8,0,5,1,2,"0,34","0,2879","0,42","0,5224",17,484,501
42,"0,454688589983795",3,9,0,5,1,2,"0,34","0,2879","0,42","0,5224",17,267,284
42,"0,798118653526906",3,10,0,5,1,2,"0,34","0,2879","0,36","0,4925",14,145,159
42,"0,651944291502567",3,11,0,5,1,2,"0,36","0,3333","0,34","0,3582",17,170,187
42,"0,205944408451523",3,12,0,5,1,1,"0,36","0,3333","0,34","0,4179",27,174,201
42,"0,303314042771596",3,13,0,5,1,2,"0,38","0,3939","0,29","0,3881",49,175,224
42,"0,129478454935148",3,14,0,5,1,1,"0,42","0,4242","0,28","0,4627",49,129,178
42,"0,395684713208558",3,15,0,5,1,1,"0,46","0,4545","0,24","0,2537",50,188,238
42,"0,827092376621273",3,16,0,5,1,1,"0,48","0,4697","0,23","0,4179",51,292,343
42,"0,829680024721034",3,17,0,5,1,1,"0,46","0,4545","0,24","0,3881",68,498,566
42,"0,263140042611614",3,18,0,5,1,1,"0,44","0,4394","0,26","0,5224",30,440,470
42,"0,402131241061814",3,19,0,5,1,1,"0,42","0,4242","0,28","0,6119",12,232,244
42,"0,578858009882787",3,20,0,5,1,1,"0,38","0,3939","0,32","0,3582",3,156,159
42,"0,68289442685049",3,21,0,5,1,1,"0,36","0,3333","0,34","0,3284",8,133,141
42,"0,862961682127963",3,22,0,5,1,1,"0,34","0,2879","0,31","0,4925",7,100,107
42,"0,11320573795034",3,23,0,5,1,1,"0,32","0,303","0,33","0,2985",9,77,86
42,"0,766112907902968",3,0,0,6,0,1,"0,3","0,2727","0,36","0,3582",9,68,77
42,"0,0773643835974098",3,1,0,6,0,1,"0,3","0,2879","0,36","0,2537",1,50,51
42,"0,376534568384707",3,2,0,6,0,1,"0,26","0,2424","0,41","0,2537",12,30,42
42,"0,397137341952725",3,3,0,6,0,1,"0,26","0,2273","0,41","0,2985",0,16,16
42,"0,651959079905517",3,4,0,6,0,1,"0,24","0,2121","0,41","0,3582",1,3,4
42,"0,749045944268516",3,5,0,6,0,1,"0,22","0,2121","0,42","0,2836",3,7,10
42,"0,243217412014394",3,6,0,6,0,1,"0,22","0,2121","0,44","0,2836",1,11,12
42,"0,212844556627921",3,7,0,6,0,1,"0,22","0,2121","0,44","0,2537",4,36,40
42,"0,806506869385672",3,8,0,6,0,1,"0,22","0,2121","0,44","0,2985",15,96,111
42,"0,676350643957218",3,9,0,6,0,1,"0,24","0,2121","0,41","0,3284",21,127,148
42,"0,812360314924183",3,10,0,6,0,1,"0,26","0,2273","0,35","0,4179",47,176,223
42,"0,976794661240848",3,11,0,6,0,1,"0,3","0,2727","0,33","0,3284",56,218,274
42,"0,792435888917476",3,12,0,6,0,1,"0,3","0,2727","0,33","0,3284",88,241,329
42,"0,886684265610368",3,13,0,6,0,1,"0,32","0,303","0,29","0,2836",89,268,357
42,"0,822746018730506",3,14,0,6,0,1,"0,34","0,3182","0,27","0,2836",117,262,379
42,"0,93421617090095",3,15,0,6,0,1,"0,34","0,3636","0,25",0,132,274,406
42,"0,64366839842067",3,16,0,6,0,1,"0,36","0,3636","0,23",0,115,275,390
42,"0,272567606706065",3,17,0,6,0,1,"0,36","0,3788","0,23",0,104,250,354
42,"0,0792476391404338",3,18,0,6,0,1,"0,36","0,3636","0,21","0,0896",67,230,297
42,"0,0538032179228793",3,19,0,6,0,1,"0,34","0,3636","0,25",0,25,159,184
42,"0,93324905624392",3,20,0,6,0,1,"0,32","0,3333","0,33","0,1343",20,101,121
42,"0,913052944589644",3,21,0,6,0,1,"0,3","0,2879","0,39","0,2239",16,94,110
42,"0,687389135504577",3,22,0,6,0,1,"0,26","0,2576","0,44","0,1642",19,81,100
42,"0,87079562631143",3,23,0,6,0,1,"0,26","0,2576","0,41","0,194",6,77,83
42,"0,906751304705005",3,0,0,0,0,1,"0,26","0,2879","0,44","0,0896",7,62,69
42,"0,145456147064559",3,1,0,0,0,1,"0,24","0,2424","0,52","0,1642",4,57,61
42,"0,762900651141013",3,3,0,0,0,1,"0,24","0,2424","0,6","0,1343",15,51,66
42,"0,587543241054171",3,4,0,0,0,1,"0,24","0,2424","0,6","0,1343",7,15,22
42,"0,752521830099183",3,5,0,0,0,1,"0,24","0,2424","0,6","0,1642",2,5,7
42,"0,101621059891402",3,6,0,0,0,1,"0,24","0,2424","0,7","0,1642",2,8,10
42,"0,767187213559057",3,7,0,0,0,1,"0,22","0,2273","0,69","0,1343",2,15,17
42,"0,850244605643825",3,8,0,0,0,1,"0,22","0,2273","0,69","0,1343",4,68,72
42,"0,58652386223607",3,9,0,0,0,1,"0,26","0,2576","0,6","0,2239",20,70,90
42,"0,269314903729611",3,10,0,0,0,1,"0,32","0,303","0,49","0,2836",71,147,218
42,"0,297159191887258",3,11,0,0,0,1,"0,36","0,3333","0,43","0,2836",90,209,299
42,"0,993931096968682",3,12,0,0,0,1,"0,4","0,4091","0,37","0,2985",146,264,410
42,"0,870714229282399",3,13,0,0,0,1,"0,42","0,4242","0,41","0,2985",176,288,464
42,"0,396647697827115",3,14,0,0,0,1,"0,46","0,4545","0,31","0,2836",212,289,501
42,"0,631485373959392",3,15,0,0,0,1,"0,5","0,4848","0,29","0,2985",201,286,487
42,"0,0490091496295029",3,16,0,0,0,1,"0,5","0,4848","0,31","0,3582",208,301,509
42,"0,141551128482269",3,17,0,0,0,1,"0,52","0,5","0,27","0,2985",199,299,498
42,"0,384014043262432",3,18,0,0,0,1,"0,52","0,5","0,29","0,2836",133,256,389
42,"0,455659436667028",3,19,0,0,0,1,"0,5","0,4848","0,31","0,2836",55,203,258
42,"0,113791958806278",3,20,0,0,0,1,"0,44","0,4394","0,47","0,2239",42,129,171
42,"0,146018861097519",3,21,0,0,0,1,"0,42","0,4242","0,54","0,2239",37,110,147
42,"0,462172472389755",3,22,0,0,0,1,"0,4","0,4091","0,54","0,194",13,81,94
42,"0,134975813367346",3,23,0,0,0,1,"0,4","0,4091","0,5","0,1642",12,40,52
42,"0,741363602640586",3,0,0,1,1,1,"0,38","0,3939","0,54","0,194",4,20,24
42,"0,326492067477986",3,1,0,1,1,1,"0,38","0,3939","0,5","0,1343",1,9,10
42,"0,946670850001585",3,2,0,1,1,1,"0,38","0,3939","0,54","0,1045",4,5,9
42,"0,275813455373111",3,3,0,1,1,1,"0,36","0,3485","0,5","0,1343",0,2,2
42,"0,0344675635908357",3,4,0,1,1,1,"0,34","0,3333","0,61","0,194",0,3,3
42,"0,960436720000693",3,5,0,1,1,1,"0,34","0,3333","0,61","0,194",1,15,16
42,"0,917901929823993",3,6,0,1,1,1,"0,34","0,3485","0,57","0,1045",2,86,88
42,"0,251151085349958",3,7,0,1,1,1,"0,34","0,3485","0,53","0,1045",9,259,268
42,"0,99252044890465",3,8,0,1,1,1,"0,34","0,3333","0,61","0,1343",17,547,564
42,"0,924615633063256",3,9,0,1,1,1,"0,38","0,3939","0,54","0,1642",21,260,281
42,"0,523953827644662",3,10,0,1,1,1,"0,4","0,4091","0,5","0,2239",39,98,137
42,"0,496040635875414",3,11,0,1,1,1,"0,44","0,4394","0,44","0,2239",39,111,150
42,"0,65319879389218",3,12,0,1,1,1,"0,48","0,4697","0,39","0,2239",59,162,221
42,"0,925857050677292",3,13,0,1,1,2,"0,54","0,5152","0,32","0,2537",74,176,250
42,"0,918004418728191",3,14,0,1,1,2,"0,58","0,5455","0,32","0,2836",76,145,221
42,"0,808848238443586",3,15,0,1,1,1,"0,56","0,5303","0,4","0,1343",74,159,233
42,"0,37185608741255",3,16,0,1,1,1,"0,62","0,6212","0,35","0,4478",77,255,332
42,"0,630242150709791",3,17,0,1,1,2,"0,62","0,6212","0,38","0,4179",87,557,644
42,"0,850362951515953",3,18,0,1,1,2,"0,6","0,6212","0,43","0,194",89,623,712
42,"0,759671095684192",3,19,0,1,1,2,"0,56","0,5303","0,49","0,2239",67,379,446
42,"0,472603168280725",3,20,0,1,1,2,"0,56","0,5303","0,49","0,2239",49,237,286
42,"0,711410956545112",3,21,0,1,1,2,"0,54","0,5152","0,56","0,2239",22,183,205
42,"0,147916021667515",3,22,0,1,1,2,"0,56","0,5303","0,56","0,2239",17,116,133
42,"0,872662047064141",3,23,0,1,1,1,"0,56","0,5303","0,56","0,2239",10,53,63
42,"0,882621225878826",3,0,0,2,1,2,"0,56","0,5303","0,52","0,194",5,21,26
42,"0,453821864980597",3,1,0,2,1,2,"0,52","0,5","0,59","0,2239",2,14,16
42,"0,0376145795148638",3,2,0,2,1,3,"0,52","0,5","0,72","0,2985",0,1,1
42,"0,966136586005592",3,3,0,2,1,3,"0,52","0,5","0,72","0,2985",0,2,2
42,"0,361270665066397",3,4,0,2,1,2,"0,46","0,4545","0,82","0,194",0,1,1
42,"0,683315443948665",3,5,0,2,1,2,"0,46","0,4545","0,82","0,194",0,24,24
42,"0,286544809732347",3,6,0,2,1,3,"0,46","0,4545","0,82","0,194",5,108,113
42,"0,640664998147634",3,7,0,2,1,2,"0,46","0,4545","0,82","0,2836",16,292,308
42,"0,211352007940337",3,8,0,2,1,1,"0,46","0,4545","0,82","0,2836",22,571,593
42,"0,0397031479039035",3,9,0,2,1,1,"0,48","0,4697","0,82","0,2836",18,324,342
42,"0,400514602951249",3,10,0,2,1,1,"0,52","0,5","0,77","0,2239",28,115,143
42,"0,0196561230087648",3,11,0,2,1,1,"0,54","0,5152","0,73","0,2836",64,155,219
42,"0,950676868128655",3,12,0,2,1,1,"0,6","0,6061","0,6","0,2836",47,197,244
42,"0,184830419446736",3,13,0,2,1,1,"0,6","0,6061","0,6","0,3881",53,180,233
42,"0,0351070659778964",3,14,0,2,1,1,"0,64","0,6212","0,53","0,3284",52,160,212
42,"0,49234728748817",3,15,0,2,1,1,"0,7","0,6364","0,39","0,2239",68,196,264
42,"0,525958542397743",3,16,0,2,1,1,"0,72","0,6515","0,34","0,3881",53,312,365
42,"0,272620917223634",3,17,0,2,1,1,"0,7","0,6364","0,37","0,1045",62,614,676
42,"0,663967474756115",3,18,0,2,1,1,"0,7","0,6364","0,34","0,2985",96,638,734
42,"0,522716645654846",3,19,0,2,1,1,"0,64","0,6212","0,47","0,2239",50,429,479
42,"0,478966470958159",3,20,0,2,1,1,"0,6","0,6212","0,49","0,1642",45,306,351
42,"0,142410600525918",3,21,0,2,1,1,"0,58","0,5455","0,56","0,1045",44,200,244
42,"0,76628000544536",3,22,0,2,1,1,"0,56","0,5303","0,6","0,0896",24,146,170
42,"0,196608297215355",3,23,0,2,1,1,"0,56","0,5303","0,56","0,1343",8,79,87
42,"0,505562031189223",3,0,0,3,1,1,"0,54","0,5152","0,6","0,1045",5,34,39
42,"0,239138897932478",3,1,0,3,1,1,"0,52","0,5","0,63","0,0896",2,25,27
42,"0,881504608289041",3,2,0,3,1,1,"0,5","0,4848","0,68","0,194",0,2,2
42,"0,289376314647162",3,3,0,3,1,1,"0,48","0,4697","0,72","0,194",1,3,4
42,"0,596060351439318",3,4,0,3,1,1,"0,48","0,4697","0,67","0,0896",1,4,5
42,"0,430328153566525",3,5,0,3,1,1,"0,44","0,4394","0,82","0,1343",2,25,27
42,"0,22695598208495",3,6,0,3,1,1,"0,44","0,4394","0,82","0,0896",1,120,121
42,"0,955316656091097",3,7,0,3,1,1,"0,44","0,4394","0,82","0,1045",20,348,368
42,"0,167332542217293",3,8,0,3,1,1,"0,44","0,4394","0,82",0,34,628,662
42,"0,820050565170493",3,9,0,3,1,1,"0,52","0,5","0,68",0,26,325,351
42,"0,739500400428598",3,10,0,3,1,1,"0,56","0,5303","0,56","0,1045",38,150,188
42,"0,926490763893085",3,11,0,3,1,2,"0,62","0,6212","0,41","0,1642",65,155,220
42,"0,811417846243838",3,12,0,3,1,2,"0,64","0,6212","0,29",0,55,212,267
42,"0,402485834932491",3,13,0,3,1,1,"0,66","0,6212","0,27","0,2239",57,197,254
42,"0,180273092293125",3,14,0,3,1,1,"0,7","0,6364","0,23","0,3284",61,163,224
42,"0,147537378774638",3,15,0,3,1,1,"0,7","0,6364","0,24",0,86,197,283
42,"0,0555866594212352",3,16,0,3,1,1,"0,72","0,6364","0,25","0,194",78,278,356
42,"0,439091397542129",3,17,0,3,1,1,"0,7","0,6364","0,28","0,0896",140,642,782
42,"0,14210269713697",3,18,0,3,1,1,"0,7","0,6364","0,32",0,102,647,749
42,"0,765635163282602",3,19,0,3,1,1,"0,64","0,6212","0,33","0,1642",70,402,472
42,"0,662389745762088",3,20,0,3,1,1,"0,62","0,6212","0,35","0,1045",44,286,330
42,"0,0670300726297954",3,21,0,3,1,1,"0,6","0,6212","0,4","0,0896",47,241,288
42,"0,626293196040167",3,22,0,3,1,1,"0,52","0,5","0,55","0,1343",43,159,202
42,"0,542608371035917",3,23,0,3,1,1,"0,56","0,5303","0,43","0,1642",19,72,91
42,"0,0746506846884458",3,0,0,4,1,1,"0,54","0,5152","0,49","0,1343",14,46,60
42,"0,677409198006636",3,1,0,4,1,1,"0,5","0,4848","0,59","0,1045",15,8,23
42,"0,952042650826292",3,2,0,4,1,1,"0,5","0,4848","0,59",0,14,5,19
42,"0,73934203748614",3,3,0,4,1,1,"0,5","0,4848","0,63",0,0,7,7
42,"0,873257213231586",3,4,0,4,1,1,"0,44","0,4394","0,77","0,1045",11,3,14
42,"0,703362158032263",3,5,0,4,1,1,"0,46","0,4545","0,67",0,2,24,26
42,"0,997851929026169",3,6,0,4,1,1,"0,44","0,4394","0,72","0,0896",4,113,117
42,"0,177931541481622",3,7,0,4,1,1,"0,44","0,4394","0,72","0,0896",14,367,381
42,"0,965729406242602",3,8,0,4,1,1,"0,44","0,4394","0,77","0,1045",21,602,623
42,"0,748023638436437",3,9,0,4,1,1,"0,48","0,4697","0,77","0,0896",30,285,315
42,"0,211089535615472",3,10,0,4,1,1,"0,52","0,5","0,68","0,1045",34,130,164
42,"0,0453446388831814",3,11,0,4,1,1,"0,56","0,5303","0,6","0,1343",60,151,211
42,"0,655748941925551",3,12,0,4,1,2,"0,62","0,6212","0,5","0,1343",59,206,265
42,"0,385889681119054",3,13,0,4,1,2,"0,66","0,6212","0,41","0,0896",62,211,273
42,"0,752131606488418",3,14,0,4,1,2,"0,72","0,6515","0,3","0,1045",81,177,258
42,"0,324804192998421",3,15,0,4,1,1,"0,72","0,6515","0,32","0,2239",100,187,287
42,"0,513153659798178",3,16,0,4,1,1,"0,72","0,6515","0,37","0,3881",95,331,426
42,"0,270187246041269",3,17,0,4,1,1,"0,7","0,6364","0,39","0,2537",79,634,713
42,"0,617157599985825",3,18,0,4,1,1,"0,66","0,6212","0,44","0,2836",98,648,746
42,"0,807169170938684",3,19,0,4,1,2,"0,64","0,6212","0,5","0,194",72,353,425
42,"0,445179590054066",3,20,0,4,1,2,"0,58","0,5455","0,6","0,3582",60,270,330
42,"0,0400122824450479",3,21,0,4,1,1,"0,54","0,5152","0,68","0,2836",36,207,243
42,"0,111589158353336",3,22,0,4,1,1,"0,52","0,5","0,68","0,1343",32,137,169
42,"0,213904004257884",3,23,0,4,1,1,"0,48","0,4697","0,72","0,194",12,85,97
42,"0,588216202878259",3,0,0,5,1,1,"0,44","0,4394","0,77","0,2537",8,49,57
42,"0,724655841934848",3,1,0,5,1,2,"0,42","0,4242","0,82","0,3284",4,22,26
42,"0,862922256164221",3,2,0,5,1,2,"0,42","0,4242","0,82","0,194",0,4,4
42,"0,773631330345462",3,3,0,5,1,2,"0,4","0,4091","0,87","0,2836",0,3,3
42,"0,336986673536652",3,4,0,5,1,2,"0,4","0,4091","0,87","0,2537",0,3,3
42,"0,566504894042883",3,5,0,5,1,2,"0,4","0,4091","0,87","0,2239",2,30,32
42,"0,880737340982142",3,6,0,5,1,2,"0,4","0,4091","0,87","0,1642",3,96,99
42,"0,879555429906219",3,7,0,5,1,2,"0,4","0,4091","0,87","0,194",13,265,278
42,"0,4390329467409",3,8,0,5,1,2,"0,4","0,4091","0,87","0,2239",28,534,562
42,"0,575171704478188",3,9,0,5,1,2,"0,42","0,4242","0,82",0,35,277,312
42,"0,186109328865699",3,10,0,5,1,2,"0,4","0,4091","0,87","0,0896",44,136,180
42,"0,961990442970129",3,11,0,5,1,2,"0,44","0,4394","0,77",0,40,167,207
42,"0,31590644516273",3,12,0,5,1,2,"0,44","0,4394","0,82","0,1343",72,222,294
42,"0,940781828867268",3,13,0,5,1,2,"0,46","0,4545","0,77","0,0896",52,208,260
42,"0,54710505667356",3,14,0,5,1,2,"0,48","0,4697","0,72",0,56,146,202
42,"0,183296709695932",3,15,0,5,1,3,"0,46","0,4545","0,82","0,1045",19,88,107
42,"0,953058171805901",3,16,0,5,1,3,"0,48","0,4697","0,77",0,18,111,129
42,"0,331305135116666",3,17,0,5,1,3,"0,48","0,4697","0,82","0,0896",23,235,258
42,"0,590066185284852",3,18,0,5,1,3,"0,48","0,4697","0,82","0,0896",31,377,408
42,"0,613182461640518",3,19,0,5,1,2,"0,46","0,4545","0,88",0,23,273,296
42,"0,981699389256109",3,20,0,5,1,1,"0,46","0,4545","0,88",0,31,204,235
42,"0,373878732528742",3,21,0,5,1,2,"0,44","0,4394","0,94",0,8,144,152
42,"0,522141022536818",3,22,0,5,1,2,"0,44","0,4394","0,94",0,16,132,148
42,"0,485686086794441",3,23,0,5,1,2,"0,44","0,4394","0,94",0,22,104,126
42,"0,20105179074966",3,0,0,6,0,2,"0,44","0,4394","0,94","0,0896",13,87,100
42,"0,0697776864957196",3,1,0,6,0,2,"0,44","0,4394","0,94",0,12,57,69
42,"0,26701167421688",3,2,0,6,0,2,"0,44","0,4394","0,88",0,10,32,42
42,"0,718520279784107",3,3,0,6,0,2,"0,44","0,4394","0,88",0,2,24,26
42,"0,53632085489654",3,4,0,6,0,2,"0,42","0,4242","0,94",0,0,2,2
42,"0,491467270439876",3,5,0,6,0,2,"0,42","0,4242","0,94","0,0896",5,3,8
42,"0,701432802600569",3,6,0,6,0,2,"0,42","0,4242","0,94","0,194",1,29,30
42,"0,481814239096435",3,7,0,6,0,2,"0,4","0,4091",1,"0,1343",29,57,86
42,"0,593769195167534",3,8,0,6,0,2,"0,42","0,4242","0,94","0,1045",63,155,218
42,"0,572957912334368",3,9,0,6,0,2,"0,44","0,4394","0,88","0,0896",104,217,321
42,"0,994896646254432",3,10,0,6,0,2,"0,5","0,4848","0,77","0,0896",140,303,443
42,"0,0747314222766769",3,11,0,6,0,2,"0,52","0,5","0,77","0,1343",226,359,585
42,"0,682678180563854",3,12,0,6,0,1,"0,56","0,5303","0,68","0,1642",286,365,651
42,"0,739622290188041",3,13,0,6,0,1,"0,6","0,6061","0,6","0,1045",286,400,686
42,"0,765805762446688",3,14,0,6,0,1,"0,62","0,6212","0,53","0,0896",352,338,690
42,"0,409554976952781",3,15,0,6,0,1,"0,64","0,6212","0,53","0,1343",357,322,679
42,"0,409513250915528",3,16,0,6,0,1,"0,64","0,6212","0,5",0,367,318,685
42,"0,328522211641627",3,17,0,6,0,1,"0,64","0,6212","0,5","0,1343",291,357,648
42,"0,339755604495817",3,18,0,6,0,1,"0,62","0,6212","0,57","0,2985",221,339,560
42,"0,934903006608042",3,19,0,6,0,1,"0,58","0,5455","0,64","0,2836",155,262,417
42,"0,212697697478285",3,20,0,6,0,1,"0,56","0,5303","0,64","0,194",89,182,271
42,"0,66664045502199",3,21,0,6,0,1,"0,54","0,5152","0,68","0,1642",54,169,223
42,"0,497607486728018",3,22,0,6,0,1,"0,54","0,5152","0,68",0,58,153,211
42,"0,453774875885715",3,23,0,6,0,1,"0,5","0,4848","0,77","0,1642",34,151,185
42,"0,492005142991058",3,0,0,0,0,1,"0,46","0,4545","0,88","0,194",27,80,107
42,"0,504243439516855",3,1,0,0,0,1,"0,46","0,4545","0,82","0,1343",25,88,113
42,"0,864337862673326",3,2,0,0,0,2,"0,46","0,4545","0,82","0,1045",15,41,56
42,"0,235389496542099",3,3,0,0,0,2,"0,44","0,4394","0,88","0,1343",3,15,18
42,"0,417502593016909",3,4,0,0,0,2,"0,42","0,4242","0,94","0,1642",6,8,14
42,"0,952767399539309",3,5,0,0,0,2,"0,4","0,4091","0,94","0,1045",0,6,6
42,"0,791440402054594",3,6,0,0,0,2,"0,4","0,4091","0,94","0,1045",2,9,11
42,"0,327267033908838",3,7,0,0,0,3,"0,42","0,4242","0,88","0,1642",17,25,42
42,"0,466459034837329",3,8,0,0,0,2,"0,42","0,4242","0,88","0,1045",25,71,96
42,"0,245797733406158",3,9,0,0,0,2,"0,42","0,4242","0,88","0,0896",65,113,178
42,"0,525876833734197",3,10,0,0,0,2,"0,42","0,4242","0,88","0,1045",139,212,351
42,"0,473684015695151",3,11,0,0,0,2,"0,44","0,4394","0,82","0,1642",129,239,368
42,"0,843839718973772",3,12,0,0,0,2,"0,44","0,4394","0,88","0,1343",222,281,503
42,"0,828106706234951",3,13,0,0,0,2,"0,46","0,4545","0,82","0,1642",198,346,544
42,"0,975203898694505",3,14,0,0,0,2,"0,5","0,4848","0,77","0,0896",218,303,521
42,"0,965166389818411",3,15,0,0,0,1,"0,54","0,5152","0,68","0,0896",240,314,554
42,"0,297637977513699",3,16,0,0,0,1,"0,54","0,5152","0,73","0,0896",229,312,541
42,"0,480790007102075",3,17,0,0,0,1,"0,56","0,5303","0,64","0,0896",233,308,541
42,"0,746257316089841",3,18,0,0,0,1,"0,56","0,5303","0,64","0,1642",165,294,459
42,"0,606989065362355",3,19,0,0,0,1,"0,56","0,5303","0,64","0,1642",118,234,352
42,"0,309143284614742",3,20,0,0,0,1,"0,52","0,5","0,77","0,1343",59,139,198
42,"0,575816990548431",3,21,0,0,0,1,"0,52","0,5","0,72","0,0896",44,129,173
42,"0,0108024958218883",3,22,0,0,0,1,"0,5","0,4848","0,77","0,1045",21,79,100
42,"0,378535377792995",3,23,0,0,0,1,"0,48","0,4697","0,82","0,1642",7,39,46
42,"0,779705593470864",3,0,0,1,1,1,"0,48","0,4697","0,82","0,1045",4,19,23
42,"0,628957800677869",3,1,0,1,1,1,"0,46","0,4545","0,88","0,1045",0,15,15
